client_id,first_name,last_name,age,date_of_birth,email,phone,country,monthly_salary_usd,annual_bonus_usd,monthly_expenses_usd,debt_to_income,savings_rate,net_worth_usd,account_balance_usd,account_type,account_age_years,join_date,customer_tenure_days,num_products,is_premium_client,monthly_transactions,avg_transaction_amount_usd,failed_transactions,international_txn_pct,preferred_channel,last_login_days_ago,last_transaction_date,credit_score,num_loans,loan_default_risk,credit_card_limit_usd,payment_on_time_pct
CLI-38FD453D,Christopher,Rowland,47,1978-08-31,christopher.rowland@outlook.com,7973300026,Peru,985.79,388.01,847.81,0.8600378251947453,0.2745,13410.99,11880.79,savings,11.0,2015-01-08,4087,5,0,14,224.08,0,0.0289,branch,6,2026-03-05,795,2,0.285,2766.01,0.9011
CLI-78CC008B,Sarah,Campbell,41,1984-10-09,scampbell@outlook.com,+54 15 2163 4295,Argentina,942.4,6096.14,645.52,0.684970823534312,0.2961,21534.14,1852.06,premium,19.7,2007-06-19,6847,3,1,26,58.98,0,0.1352,app,7,2026-03-06,665,1,0.4346,2211.87,0.8437
CLI-F5B73F14,Kimberly,Williams,24,2001-05-20,kimberly.williams@gmail.com,355-471-0632,Costa Rica,257.47,541.46,862.45,3.3497567331602345,-0.0395,4340.02,220.56,savings,11.0,2015-11-14,3777,3,0,16,5.47,3,0.0635,ATM,1,2026-03-11,734,1,0.99,667.0,0.2372
CLI-1E4FB603,Curtis,Zhang,42,1983-11-23,curtis.zhang@gmail.com,890.292.6025x08832,Dominican Republic,167.03,491.85,307.8,1.8428110453804984,-0.0134,2178.33,409.57,checking,13.6,2013-10-14,4538,5,0,15,3.27,2,0.1345,web,1,2026-03-10,747,3,0.9216,500.0,0.3123
CLI-A742A3D7,Lori,Fitzpatrick,35,1990-12-15,lfitzpatrick@hotmail.com,573221723233,Colombia,1374.75,2590.32,1065.95,0.7753766177222795,0.2265,-6994.43,3093.99,savings,18.6,2008-01-18,6634,2,0,10,135.32,1,0.0429,web,5,2026-03-13,783,0,0.2564,3799.16,0.8477
CLI-0944A1CD,Robert,Shea,46,1979-09-20,shea.r@outlook.com,(618)981-4798,Ecuador,291.43,743.85,609.4,2.091056560510058,-0.0811,-5172.61,567.18,savings,9.0,2018-05-16,2863,1,0,13,34.85,2,0.0782,app,6,2026-03-12,673,4,0.9798,692.23,0.1417
CLI-76DB05EF,Edward,Smith,26,2000-01-14,smith.e@gmail.com,1-100-038-7654x36884,Mexico,903.77,2348.03,1047.0,1.1584883695384645,-0.0561,20251.15,459.96,savings,19.5,2007-08-09,6796,2,0,20,163.14,1,0.1412,web,0,2026-03-15,635,0,0.8069,2025.51,0.5712
CLI-09A497D6,Diane,Bass,50,1975-10-09,diane.bass@icloud.com,609.063.1434,Mexico,294.75,590.92,682.75,2.3164246984644885,-0.0834,-6965.56,1367.06,savings,9.8,2017-05-23,3221,3,1,32,20.87,0,0.0672,ATM,1,2026-03-10,690,1,0.9879,717.8,0.2664
CLI-58ADDECA,Jennifer,Garcia,39,1986-09-30,jennifer.garcia@outlook.com,57 609 234 30 18,Colombia,545.15,350.7,665.02,1.2198932037718153,-0.0809,14577.79,1190.97,premium,6.2,2020-06-22,2095,3,1,19,39.29,1,0.0201,app,13,2026-02-25,727,2,0.6852,1398.79,0.2861
CLI-2AC43C20,Richard,Richardson,35,1990-12-22,richard80@hotmail.com,(+57) 308 045 16 24,Colombia,986.5,2555.84,989.9,1.0034511888037678,-0.1419,-5746.98,3156.59,checking,10.2,2016-01-22,3708,4,0,13,57.26,1,0.1277,web,2,2026-03-12,589,1,0.7995,2050.76,0.1824
CLI-A3DF696F,Steve,Zhang,58,1967-04-13,steve.zhang@yahoo.com,(511)390-6930x07616,Ecuador,732.89,665.13,815.8,1.1131382665364262,-0.1025,15071.2,1413.48,premium,18.6,2008-09-11,6397,3,1,24,121.29,0,0.0258,web,2,2026-03-11,621,2,0.8055,1606.32,0.2421
CLI-F58CB1F0,Nicholas,Davis,36,1989-10-26,davis.n@gmail.com,+54 15 2357 6278,Argentina,627.36,3100.36,608.94,0.9706339725020461,0.2723,7618.06,2494.66,savings,19.5,2007-06-18,6848,3,0,6,7.88,0,0.304,app,2,2026-03-13,514,1,0.8772,1138.1,0.1535
CLI-F8F66975,Russell,Perez,49,1976-05-01,rperez@icloud.com,+54(4)3667341776,Mexico,721.68,2539.12,868.73,1.2037714985285233,-0.139,9922.45,1006.31,savings,2.3,2024-08-17,578,5,1,23,82.58,0,0.2317,ATM,2,2026-03-12,718,0,0.6924,1828.82,0.0265
CLI-0F265F85,Briana,Roberts,38,1987-12-20,broberts@yahoo.com,(862)249-1013x028,Costa Rica,807.8,702.52,1168.2,1.4461460622849063,-0.1466,10660.68,718.14,premium,15.8,2011-04-04,5462,4,1,32,16.51,0,0.04,branch,4,2026-03-12,631,2,0.9113,1799.02,0.5385
CLI-A929D66F,Nicholas,Perry,28,1997-05-05,nicholas47@gmail.com,+573151240159,Colombia,526.24,571.96,697.48,1.3254162952532669,-0.0983,9542.53,373.05,checking,17.3,2009-06-14,6121,5,0,8,152.84,0,0.0022,web,0,2026-03-15,541,0,0.9419,1004.81,0.1212
CLI-FA055593,Mia,Gaines,43,1982-05-03,gaines.m@icloud.com,3090093249,Colombia,676.83,2987.06,786.96,1.1627084415983884,0.0333,17609.15,1788.63,premium,13.2,2013-10-02,4550,5,1,25,41.05,1,0.2514,app,1,2026-03-11,653,1,0.7823,1559.89,0.4524
CLI-7B6FCB1D,Ethan,Thomas,37,1989-01-28,thomas.e@gmail.com,+54 9 3801 4591,Argentina,915.96,511.25,899.24,0.981743337740142,0.246,12558.25,16165.23,premium,3.8,2023-12-11,828,2,1,25,432.08,0,0.0095,app,0,2026-03-11,663,2,0.6559,2143.35,0.2193
CLI-0FC277A4,Benjamin,Gray,20,2005-08-09,benjamin.gray@icloud.com,(491)489-2597,Paraguay,281.65,921.3,543.86,1.930958223057184,0.0364,3761.94,781.29,checking,15.7,2011-03-16,5481,2,0,9,117.02,1,0.0546,ATM,14,2026-03-03,685,1,0.9642,680.93,0.382
CLI-98A197F5,Michael,Miller,42,1983-10-22,michael.miller@outlook.com,+57 308 192 49 46,Colombia,1197.73,3861.34,1203.35,1.0046957678554294,-0.0557,14706.74,559.61,premium,12.0,2015-08-19,3864,3,1,23,311.67,2,0.1168,branch,2,2026-03-10,819,0,0.3309,3462.14,0.7905
CLI-85396C10,Janet,Horton,47,1978-08-17,janet3@gmail.com,+573229052628,Colombia,264.96,195.75,531.51,2.00600022325926,-0.0082,5560.99,559.23,checking,18.2,2008-12-02,6315,6,0,8,51.64,0,0.0086,app,1,2026-03-08,787,2,0.9303,735.97,0.1854
CLI-31EDBC5D,Alec,Cruz,45,1980-07-14,alec50@yahoo.com,+54 9 3745 9173,Argentina,1224.4,3433.43,917.28,0.7491658459426268,0.3768,50318.5,1970.76,premium,19.4,2007-03-13,6945,2,1,21,86.17,0,0.0901,web,1,2026-03-14,563,1,0.7019,2432.95,0.167
CLI-7F5558C7,Brandon,Hernandez,43,1982-06-20,bhernandez@icloud.com,(+57) 303 801 96 36,Colombia,624.42,1598.25,748.5,1.1987127749969215,-0.0431,28838.1,309.91,premium,6.4,2020-02-19,2219,7,1,17,120.12,0,0.2278,branch,6,2026-03-06,729,1,0.6673,1606.6,0.2073
CLI-7C7A38B9,Melissa,Olsen,42,1983-09-10,olsen.m@yahoo.com,(931)024-7336,Mexico,545.04,2170.77,943.37,1.7308061689564818,-0.0944,6996.85,2571.15,premium,19.0,2007-05-28,6869,1,1,26,61.98,0,0.2921,app,0,2026-03-10,599,2,0.9699,1152.28,0.3832
CLI-DE1D1FF9,Robert,Greer,35,1990-07-07,greer.r@yahoo.com,57 309 004 37 77,Colombia,613.17,3241.39,612.36,0.9986858264002426,0.5146,82473.44,1499.12,premium,1.7,2025-11-15,123,4,1,25,135.86,1,0.1323,app,3,2026-03-07,658,2,0.6773,1424.0,0.2717
CLI-F5EBB250,Debbie,Riddle,58,1967-09-30,driddle@gmail.com,486.995.4034x7263,Peru,487.73,1562.68,569.13,1.1668967069831093,0.0123,8671.08,706.75,checking,4.1,2022-03-26,1453,1,0,11,28.3,0,0.326,app,2,2026-03-11,544,1,0.9074,936.44,0.2493
CLI-5E8CA4F3,Jessica,Hendrix,45,1980-10-31,jessica63@outlook.com,617-896-1115,Dominican Republic,376.04,511.37,389.76,1.0364884901734428,-0.0675,6455.52,5633.74,savings,6.5,2020-01-23,2246,3,0,9,37.26,1,0.1286,app,1,2026-03-07,796,1,0.4014,1056.45,0.6505
CLI-07298AEF,Laura,David,33,1992-07-28,david.l@hotmail.com,+56 42 277 3445,Chile,1056.75,3315.1,1015.17,0.9606577434467851,0.2775,-8250.4,1113.97,savings,16.3,2010-02-11,5879,4,0,12,258.54,1,0.1282,app,4,2026-03-05,748,2,0.4525,2789.82,0.9211
CLI-1D710219,Bonnie,Parrish,48,1977-07-08,bonnie.parrish@hotmail.com,7456569635,Venezuela,45.45,34.48,27.35,0.6018807628551185,0.4558,703.08,357.23,checking,18.1,2008-05-05,6526,2,0,11,3.86,0,0.0962,web,0,2026-03-16,578,0,0.5691,500.0,0.0158
CLI-F39FC61A,Rebecca,Burke,24,2001-07-19,burke.r@yahoo.com,620-334-7846x56851,Mexico,636.38,1562.76,830.42,1.3049112601178783,-0.1125,8377.04,3606.87,checking,8.9,2018-08-26,2761,1,0,12,10.44,2,0.0656,app,1,2026-03-09,675,0,0.8184,1516.08,0.479
CLI-CF772D62,Charles,Wise,43,1982-12-13,charles10@gmail.com,374-510-3713,Peru,957.87,351.51,849.51,0.8868821403397322,0.188,102118.54,3622.81,premium,4.0,2023-01-10,1163,4,1,21,99.05,1,0.5674,app,0,2026-03-09,547,0,0.8046,1849.25,0.3784
CLI-E9F0E582,Jessica,Burns,47,1978-11-28,jessica61@outlook.com,655-176-4601x8292,Mexico,1507.71,1427.18,1194.74,0.7924197338823127,0.1748,19865.61,1706.27,premium,8.4,2018-11-08,2687,1,1,26,99.21,4,0.2888,web,18,2026-02-19,819,1,0.2074,4358.17,0.889
CLI-24F86004,Pamela,King,57,1968-11-19,pamela.king@outlook.com,001-809-276-1821x11281,Paraguay,509.76,452.94,727.25,1.4266659273540676,-0.0167,153933.1,3134.67,savings,7.7,2019-01-26,2608,3,1,22,164.06,0,0.1022,app,1,2026-03-08,653,2,0.888,1174.85,0.1379
CLI-E7C99D00,John,Kim,52,1973-09-24,john9@outlook.com,1-138-267-1103x38181,Mexico,1366.13,4390.9,1164.7,0.8525555877399899,0.1468,25438.51,1384.41,premium,7.4,2019-11-15,2315,4,1,34,516.35,2,0.131,app,6,2026-03-06,730,0,0.413,3519.79,0.8221
CLI-9FF018F5,Joseph,Garcia,37,1989-02-18,joseph9@gmail.com,+56 51 346 4524,Chile,763.55,3055.36,963.97,1.262482805980422,-0.0043,-5030.4,1778.28,savings,15.2,2011-03-18,5479,4,0,11,273.11,0,0.1475,web,4,2026-03-14,632,1,0.8544,1703.17,0.0785
CLI-0677AB66,Jeffrey,Schultz,48,1978-02-20,jschultz@gmail.com,81 8800-7655,Brazil,3283.8,14049.85,2409.11,0.7336343875927733,0.1296,45707.39,2797.33,savings,17.7,2009-09-11,6032,1,0,11,392.61,0,0.2112,web,2,2026-03-07,577,0,0.6643,6687.36,0.3165
CLI-3D5D281E,Jeffrey,Palmer,38,1987-03-24,jeffrey.palmer@hotmail.com,+54 9 3832 6083,Argentina,1241.63,4136.58,1124.54,0.9056909706998111,0.2751,23500.75,17357.21,savings,12.9,2014-05-14,4326,3,0,14,16.14,1,0.0843,web,7,2026-03-02,783,2,0.3376,3431.28,0.8895
CLI-DB324EC0,Whitney,Fields,44,1981-04-06,whitney16@outlook.com,018005986594,Colombia,411.33,313.16,622.52,1.5134559295586247,0.0137,6247.09,7474.76,premium,16.5,2010-04-05,5826,1,1,30,7.72,0,0.1956,app,0,2026-03-12,744,1,0.8182,1080.1,0.6107
CLI-520B36F8,Sue,Johnson,27,1999-02-13,sjohnson@outlook.com,001-941-352-4433,Uruguay,1726.37,9575.52,1574.8,0.9122064882177245,0.2047,76892.28,4368.24,savings,13.1,2013-02-11,4783,2,0,10,467.56,1,0.0092,app,2,2026-03-07,584,1,0.7604,3558.35,0.3704
CLI-B87BBD34,Amber,Guerrero,21,2005-02-03,aguerrero@outlook.com,001-241-340-8498,United States,3320.85,2916.6,3225.16,0.9711866100721287,0.331,87039.2,23232.07,savings,4.1,2022-07-26,1331,4,1,23,494.33,1,0.3699,web,4,2026-03-08,750,2,0.4558,8790.49,0.8124
CLI-FD4F7B13,Melissa,Davis,39,1986-07-25,melissa.davis@hotmail.com,001-976-947-6510,Paraguay,173.31,220.57,505.7,2.917914992566955,0.0466,-1408.11,183.42,savings,13.5,2013-08-15,4598,1,0,7,12.62,0,0.0017,app,13,2026-02-28,781,2,0.99,500.0,0.3169
CLI-24B93952,Angie,Elliott,36,1989-04-02,elliott.a@outlook.com,(433)241-8019x515,Uruguay,600.48,1710.36,911.2,1.5174507055341833,-0.0448,56524.03,3307.25,premium,11.3,2015-02-03,4061,4,1,31,29.4,1,0.0112,ATM,5,2026-03-11,761,2,0.796,1612.82,0.5497
CLI-23E65CA8,Michael,Wilson,33,1992-09-05,mwilson@gmail.com,(589)891-2737,Mexico,1527.03,4105.28,1145.17,0.7499357673953815,0.0077,23065.33,3042.27,savings,14.5,2012-11-13,4873,2,0,10,244.57,4,0.0848,branch,0,2026-03-17,641,1,0.5374,3454.68,0.2944
CLI-AE62E4E1,Karen,Mendoza,52,1974-01-13,karen17@gmail.com,(861)781-7150x340,Mexico,531.33,950.13,776.7,1.4617925892696946,-0.054,8864.22,1164.76,premium,11.1,2015-09-19,3833,4,1,28,167.21,3,0.1042,app,0,2026-03-08,659,2,0.893,1235.81,0.2388
CLI-BDE771C2,Sally,Glover,39,1987-01-13,sglover@outlook.com,57 314 526 17 40,Colombia,393.63,1381.21,653.76,1.6608360124008066,0.0338,5577.12,295.79,savings,5.6,2021-06-27,1725,3,1,30,2.14,0,0.1061,app,0,2026-03-14,799,3,0.8094,1110.04,0.1186
CLI-7E8C3650,Tonya,Smith,39,1986-12-27,smith.t@hotmail.com,453.583.1404,Mexico,441.48,1415.94,730.96,1.6556908654342577,-0.0012,10264.25,905.35,premium,9.7,2017-11-02,3058,4,1,15,75.33,0,0.2798,app,3,2026-03-07,778,1,0.835,1212.25,0.4046
CLI-7B10C743,Scott,Chandler,35,1990-07-14,schandler@yahoo.com,001-584-948-3346x6520,Panama,3154.53,4211.0,1854.15,0.5877750938127221,0.0846,42239.93,5835.37,savings,18.1,2008-03-06,6586,4,0,12,112.37,1,0.0808,ATM,1,2026-03-12,746,2,0.2156,8305.69,0.7945
CLI-5CF978E8,William,Arnold,42,1983-08-04,william4@hotmail.com,+55 84 8249-9213,Brazil,938.45,3610.44,628.15,0.669352212768031,0.1433,42929.3,1645.0,premium,5.3,2021-02-08,1864,2,1,20,3.88,1,0.2237,app,0,2026-03-11,626,2,0.5111,2073.42,0.2831
CLI-F3A1A01F,Ann,Smith,49,1976-04-01,asmith@icloud.com,773 06 26,Colombia,658.39,3456.29,705.42,1.0714270325054382,-0.0476,29036.13,461.45,checking,11.6,2015-02-25,4039,1,0,16,9.49,0,0.2019,app,0,2026-03-10,655,5,0.7285,1522.04,0.0996
CLI-0A83F5FF,Tammy,Johnson,39,1986-11-02,johnson.t@hotmail.com,1-572-799-7357x784,Mexico,851.6,1852.01,959.18,1.1263266495044881,-0.1019,19246.04,1469.63,savings,1.8,2025-07-12,249,2,0,11,259.06,1,0.0747,app,5,2026-03-06,544,3,0.8967,1635.07,0.1317
CLI-57C8A2EB,Herbert,Miller,51,1974-09-13,hmiller@icloud.com,244.913.5679,Costa Rica,1280.2,2843.48,1402.21,1.0953022400432921,-0.0062,19991.21,1448.35,savings,2.2,2024-06-03,653,4,0,9,43.67,3,0.1031,app,3,2026-03-13,720,2,0.6148,3253.21,0.2234
CLI-6D65E43B,Jessica,Taylor,22,2003-07-12,jessica.taylor@icloud.com,341.779.4623,Mexico,252.34,611.65,667.0,2.643304946856904,0.0217,3226.19,547.38,checking,19.2,2007-06-03,6863,5,0,13,34.79,1,0.0246,branch,0,2026-03-10,729,0,0.99,649.26,0.1197
CLI-3527415B,Kirsten,Wilson,46,1980-02-18,wilson.k@yahoo.com,21 5101-4815,Brazil,384.45,181.0,493.34,1.283218077147987,0.0318,11915.72,301.71,premium,4.7,2022-07-18,1339,2,1,24,129.93,1,0.1456,app,0,2026-03-17,693,5,0.7819,940.32,0.2094
CLI-DF61DFF9,Marcus,Roberts,43,1982-04-12,marcus17@hotmail.com,+54 15 2455 3072,Argentina,618.45,913.43,559.87,0.9052825748760792,0.1335,58448.23,1739.06,checking,13.3,2013-12-12,4479,1,0,5,50.31,0,0.0516,ATM,7,2026-03-02,716,0,0.4835,1562.86,0.8511
CLI-86E7BE70,Rodney,Brown,48,1977-04-01,rodney.brown@icloud.com,+54 15 2144 0930,Argentina,1339.75,1948.39,1082.51,0.8079919393927366,0.0342,36172.22,1979.95,checking,6.7,2020-10-13,1982,6,0,19,175.98,2,0.1164,web,5,2026-03-08,651,2,0.558,3078.27,0.302
CLI-4087F399,Joel,Delgado,43,1983-01-12,joel69@icloud.com,3048170959,Colombia,365.52,583.2,613.95,1.6796845133581195,0.0477,11926.11,494.04,checking,1.5,2025-04-04,348,9,0,10,7.19,1,0.0835,web,15,2026-03-01,706,2,0.9128,910.79,0.4929
CLI-11A1FC7C,Christine,Wilson,54,1972-02-13,christine79@yahoo.com,1-790-753-6222x72302,Mexico,463.48,1330.42,766.29,1.6533361269004951,-0.0926,6179.88,354.0,savings,7.2,2019-03-09,2566,2,1,17,28.41,2,0.1226,web,6,2026-03-05,635,0,0.9486,1038.74,0.3166
CLI-920728BA,Roy,Lucero,49,1976-12-10,roy.lucero@icloud.com,481.150.3483,Mexico,409.17,1417.75,746.44,1.8242705484140878,0.0308,7799.52,545.84,savings,19.8,2007-03-16,6942,3,1,23,37.08,1,0.0826,app,2,2026-03-12,759,1,0.9089,1096.09,0.2184
CLI-AC7AA5C5,April,Robbins,46,1979-07-21,arobbins@outlook.com,00376987281,Mexico,1476.75,5265.76,1203.57,0.815015174605937,0.1423,18063.47,5078.47,savings,4.4,2022-05-13,1405,2,0,11,377.61,1,0.2115,branch,1,2026-03-16,743,1,0.3584,3872.56,0.8077
CLI-C8EB5763,Shannon,Stevens,29,1996-08-04,stevens.s@gmail.com,735-850-2656x4961,Peru,2441.54,6558.23,1801.63,0.7379058397328483,0.3806,-65746.85,4888.12,savings,4.8,2022-09-06,1289,1,0,16,235.74,0,0.1119,app,8,2026-03-10,605,1,0.6085,5213.41,0.4982
CLI-1D9CCCDB,Stephanie,Kelley,41,1984-04-01,kelley.s@yahoo.com,+57 604 500 87 02,Colombia,2218.42,1001.79,1664.85,0.7504671728510468,0.422,27327.26,3860.81,premium,16.7,2010-12-28,5559,2,1,16,483.59,0,0.2626,web,0,2026-03-12,608,1,0.611,4760.47,0.3403
CLI-68D05679,Angelica,Ortiz,26,2000-02-02,aortiz@yahoo.com,(847)212-9382x15114,Peru,641.14,2729.01,616.21,0.9611258601379535,0.5225,93226.1,1395.18,premium,3.7,2023-03-10,1104,5,1,33,70.41,1,0.2276,ATM,3,2026-03-11,684,5,0.5969,1547.79,0.7261
CLI-84D58215,Matthew,Mcclure,49,1976-11-09,matthew82@hotmail.com,(168)224-2732x597,Mexico,884.46,1172.92,954.86,1.0796034555726246,-0.0849,22057.8,2449.72,checking,4.6,2022-08-18,1308,7,0,5,122.79,2,0.1201,web,6,2026-03-10,561,1,0.866,1751.23,0.6702
CLI-8AF4F775,Ashley,Edwards,32,1993-09-22,aedwards@icloud.com,+54 9 3481 6292,Argentina,668.88,1760.66,554.1,0.8283987948212844,0.124,17132.71,1672.18,premium,18.3,2008-04-02,6559,2,1,30,16.64,1,0.1192,app,2,2026-03-09,750,2,0.353,1770.56,0.7476
CLI-9159E206,Ryan,Freeman,57,1968-08-24,ryan25@gmail.com,+576041367646,Colombia,690.42,1736.27,787.29,1.1403073296478092,-0.0499,15034.34,320.12,premium,7.8,2019-12-06,2294,4,1,29,305.59,1,0.5644,app,6,2026-03-08,665,2,0.7508,1620.46,0.2566
CLI-A81211C7,Gregory,Hill,49,1976-06-30,ghill@icloud.com,+57 300 240 45 46,Colombia,383.27,392.32,595.38,1.5534233566584648,-0.0111,5207.46,1314.06,checking,16.3,2010-09-19,5659,1,0,12,71.28,3,0.0956,app,1,2026-03-13,740,0,0.8403,1001.01,0.1471
CLI-55A1E3CC,Lori,Davis,51,1974-10-13,davis.l@yahoo.com,(621)396-6415,Venezuela,53.38,66.36,29.17,0.5463639541405605,0.3862,918.51,31.02,premium,17.6,2009-01-12,6274,4,1,23,36.44,0,0.288,app,8,2026-03-03,720,3,0.2352,500.0,0.8266
CLI-FD49C8B1,Jacob,Frazier,22,2003-04-25,frazier.j@gmail.com,(928)540-5259,Mexico,896.49,1136.07,998.69,1.1140028458924935,-0.0384,11146.73,1949.45,savings,4.9,2022-10-16,1249,1,0,9,74.67,1,0.1588,ATM,0,2026-03-10,732,1,0.6022,2316.11,0.3348
CLI-F644B889,James,Coleman,52,1973-09-20,james18@outlook.com,(420)347-2222,Venezuela,66.83,50.64,43.29,0.647747131577224,0.2319,3555.71,424.06,premium,2.1,2024-03-06,742,3,1,32,10.03,0,0.1717,app,5,2026-03-05,581,3,0.596,500.0,0.1097
CLI-318B25FB,Amber,Jackson,46,1979-11-16,ajackson@outlook.com,001-232-317-2102x9962,Ecuador,1384.96,4532.86,1221.18,0.8817467555751337,0.0644,29546.63,2861.08,savings,1.6,2025-05-16,306,5,0,13,58.7,2,0.3324,ATM,9,2026-03-08,558,1,0.7858,2727.56,0.3535
CLI-4AC304AD,Joan,Gilmore,23,2002-12-11,jgilmore@gmail.com,11 6542-0430,Brazil,875.03,2578.32,666.16,0.761291500773029,0.0609,15349.7,7259.79,premium,12.5,2014-05-26,4314,2,1,23,91.45,4,0.0068,app,2,2026-03-13,657,3,0.5096,2029.04,0.1643
CLI-D0DE1706,Devin,Fisher,40,1986-01-14,devin99@yahoo.com,315-513-6064,Venezuela,121.35,405.81,80.73,0.665308163156629,0.1733,3556.94,908.2,premium,7.4,2019-10-24,2337,3,1,23,41.24,0,0.3415,app,3,2026-03-15,801,2,0.1738,500.0,0.6963
CLI-1880A0FE,Ruth,Mendez,29,1997-01-28,rmendez@yahoo.com,+1 (961) 643-9315,Canada,1263.28,3121.69,2772.34,2.1945535310918793,-0.0494,62706.01,4121.05,premium,7.3,2019-06-04,2479,5,1,24,164.56,1,0.2753,app,4,2026-03-06,816,1,0.9475,3638.25,0.1293
CLI-14F3EF10,Billy,Arnold,46,1980-01-02,arnold.b@yahoo.com,334-176-1971,Mexico,368.48,879.87,746.1,2.0247946150626213,-0.0351,-1401.05,265.41,checking,4.0,2023-01-10,1163,1,0,11,42.93,1,0.0776,branch,8,2026-03-10,615,1,0.9854,799.82,0.1234
CLI-8A19D727,Erik,Rodriguez,41,1984-11-28,erik.rodriguez@gmail.com,(503)343-6198,Venezuela,65.25,166.23,38.47,0.5896882318603074,0.5937,1592.41,769.57,checking,4.1,2022-10-16,1249,3,0,8,1.0,1,0.0726,app,2,2026-03-11,714,1,0.27,500.0,0.8908
CLI-A70BE084,Latasha,Krause,45,1980-10-18,latasha69@gmail.com,+573147386692,Colombia,1310.73,4955.57,941.82,0.7185470448471389,0.1572,21239.18,4360.11,premium,5.8,2021-01-01,1902,5,1,20,25.34,3,0.1218,app,2,2026-03-13,697,0,0.3885,3224.4,0.7425
CLI-F9BA6CB1,Kari,Stevens,23,2003-02-08,kari26@icloud.com,(+57) 300 931 66 89,Colombia,992.03,362.12,938.0,0.9455365306743193,0.1541,43736.12,2810.53,premium,17.8,2009-12-27,5925,6,1,23,50.15,2,0.2012,web,0,2026-03-16,619,1,0.7184,2167.29,0.2779
CLI-3CCC39E3,Lonnie,Parsons,27,1998-05-13,lonnie.parsons@gmail.com,543.499.3720x1371,Venezuela,68.34,384.33,35.21,0.5151580784062328,0.0783,3040.48,80.87,savings,2.9,2024-12-23,450,2,0,15,8.18,1,0.1145,app,3,2026-03-13,568,0,0.5273,500.0,0.4366
CLI-76B973EE,Kathryn,Williams,33,1992-09-01,kathryn31@outlook.com,+56 73 272 9796,Chile,1416.03,3999.96,1270.89,0.8975033113770206,0.2047,17743.79,1694.65,checking,20.0,2007-02-07,6979,2,0,14,345.71,3,0.2251,app,0,2026-03-13,775,3,0.3485,3873.26,0.8831
CLI-CBE816F4,Thomas,Mckay,51,1974-10-13,mckay.t@icloud.com,573187884078,Colombia,479.38,1155.52,695.68,1.4512206028478454,-0.0636,6714.06,2546.89,checking,6.7,2020-03-07,2202,7,0,9,57.38,4,0.2262,app,1,2026-03-14,811,1,0.67,1372.15,0.1141
CLI-699B5CAE,Peter,Hudson,32,1993-08-23,hudson.p@hotmail.com,(337)689-8099,Costa Rica,3439.08,1772.6,2917.19,0.8482446532512247,0.1802,46115.75,18095.56,checking,14.8,2012-02-08,5152,6,0,7,1038.65,1,0.0366,web,5,2026-03-08,756,1,0.3542,9176.27,0.8508
CLI-41CFE768,Jennifer,Skinner,41,1984-04-09,jskinner@outlook.com,+56 2 2370 8212,Chile,966.08,6705.52,1011.36,1.046867625882804,-0.0484,-7597.58,5433.58,savings,17.1,2009-07-21,6084,3,1,27,140.22,0,0.0891,branch,0,2026-03-13,741,0,0.5328,2526.58,0.112
CLI-B19C66DD,Jose,Edwards,21,2004-10-24,jose.edwards@icloud.com,(+57) 317 755 68 38,Colombia,3239.87,11876.43,2248.0,0.6938558304600366,0.1262,42295.35,10871.05,checking,19.0,2007-03-27,6931,4,0,9,610.45,1,0.1242,app,4,2026-03-13,550,3,0.6919,6289.16,0.3707
CLI-FA38FAB8,Nicole,Horton,38,1987-10-05,nicole7@hotmail.com,816.413.2921,Uruguay,2532.81,7186.54,1913.16,0.7553526258290293,0.2033,59941.32,4610.62,premium,5.9,2021-02-15,1857,2,1,30,334.77,3,0.0074,branch,3,2026-03-09,597,3,0.6379,5336.78,0.4747
CLI-40952C2F,Paul,Maddox,41,1984-11-22,maddox.p@outlook.com,001-225-858-3833x4301,Guatemala,386.17,1347.03,718.37,1.8602580399525122,-0.0131,10031.59,6392.95,premium,16.8,2010-10-06,5642,5,1,27,75.19,4,0.432,app,4,2026-03-11,475,0,0.99,647.4,0.5718
CLI-5C928970,Kirk,Williams,45,1980-06-04,kirk.williams@icloud.com,+54 9 3300 0868,Argentina,818.13,3153.8,678.97,0.8299054384173807,0.1733,-3271.89,1213.58,savings,18.0,2009-11-09,5973,2,1,26,8.03,0,0.3605,app,10,2026-03-04,756,3,0.3417,2182.96,0.7548
CLI-885D54AF,Kyle,Dudley,35,1990-08-01,kdudley@hotmail.com,+1-593-418-2932x929,Peru,606.4,1654.22,662.19,1.0920100692968306,0.0424,8229.64,1113.41,premium,15.6,2011-02-05,5520,3,1,30,37.2,0,0.0293,app,0,2026-03-11,664,4,0.7245,1421.12,0.2374
CLI-8AFA8330,Juan,Sherman,42,1983-11-08,jsherman@hotmail.com,573134425482,Colombia,3361.68,10680.81,2125.3,0.632211987368526,0.0878,-16096.8,6449.21,checking,17.9,2009-11-24,5958,3,0,14,223.53,1,0.2743,ATM,6,2026-03-03,761,1,0.2151,9029.08,0.8968
CLI-40690288,William,Morris,27,1998-11-22,wmorris@outlook.com,175-858-9662x86732,Mexico,988.96,3723.87,922.36,0.9326624024223427,0.1077,13531.42,6098.14,checking,6.9,2020-03-28,2181,2,0,15,81.63,0,0.0754,ATM,14,2026-02-28,693,3,0.5561,2418.88,0.4968
